date_bedtime,date_wake,broken_sleep_ind,bedtime,wake,nap_ind,rating,duration_mins,duration_hours,bedtime_hour,dist_from_6pm_mins,mins_from_8_hours,day_of_week,work_day
2020-01-22T05:00:00Z,2020-01-23T05:00:00Z,0,2020-01-23T04:32:00Z,2020-01-23T11:05:00Z,0,3.5,393,6.5,23,332,-87,Wed,Worknight
2020-01-23T05:00:00Z,2020-01-24T05:00:00Z,0,2020-01-24T03:55:00Z,2020-01-24T13:05:00Z,0,3.75,550,9.2,22,295,70,Thu,Worknight
2020-01-24T05:00:00Z,2020-01-25T05:00:00Z,0,2020-01-25T04:26:00Z,2020-01-25T12:17:00Z,0,3.25,471,7.8,23,326,-9,Fri,Fri-Sat
2020-01-25T05:00:00Z,2020-01-26T05:00:00Z,0,2020-01-26T05:32:00Z,2020-01-26T13:32:00Z,0,3.5,480,8,0,392,0,Sat,Fri-Sat
2020-01-26T05:00:00Z,2020-01-27T05:00:00Z,0,2020-01-27T03:59:00Z,2020-01-27T13:10:00Z,0,4.25,551,9.2,22,299,71,Sun,Worknight
2020-01-27T05:00:00Z,2020-01-28T05:00:00Z,0,2020-01-28T07:06:00Z,2020-01-28T12:26:00Z,0,1.75,320,5.3,2,486,-160,Mon,Worknight
2020-01-28T05:00:00Z,2020-01-29T05:00:00Z,0,2020-01-29T02:16:00Z,2020-01-29T11:50:00Z,0,4.25,574,9.6,21,196,94,Tue,Worknight
2020-01-29T05:00:00Z,2020-01-30T05:00:00Z,0,2020-01-30T04:08:00Z,2020-01-30T12:17:00Z,0,0,489,8.2,23,308,9,Wed,Worknight
2020-01-30T05:00:00Z,2020-01-31T05:00:00Z,0,2020-01-31T04:19:00Z,2020-01-31T12:15:00Z,0,4.5,476,7.9,23,319,-4,Thu,Worknight
2020-01-31T05:00:00Z,2020-02-01T05:00:00Z,0,2020-02-01T02:42:00Z,2020-02-01T13:00:00Z,0,4,618,10.3,21,222,138,Fri,Fri-Sat
2020-02-01T05:00:00Z,2020-02-02T05:00:00Z,0,2020-02-02T04:53:00Z,2020-02-02T12:56:00Z,0,2.75,483,8.1,23,353,3,Sat,Fri-Sat
2020-02-02T05:00:00Z,2020-02-03T05:00:00Z,0,2020-02-03T04:00:00Z,2020-02-03T14:19:00Z,0,4.25,619,10.3,23,300,139,Sun,Worknight
2020-02-03T05:00:00Z,2020-02-04T05:00:00Z,0,2020-02-04T06:07:00Z,2020-02-04T10:27:00Z,0,0,260,4.3,1,427,-220,Mon,Worknight
2020-02-04T05:00:00Z,2020-02-05T05:00:00Z,0,2020-02-05T04:04:00Z,2020-02-05T12:11:00Z,0,4.5,487,8.1,23,304,7,Tue,Worknight
2020-02-05T05:00:00Z,2020-02-06T05:00:00Z,0,2020-02-06T03:34:00Z,2020-02-06T12:33:00Z,0,3.75,539,9,22,274,59,Wed,Worknight
2020-02-06T05:00:00Z,2020-02-07T05:00:00Z,0,2020-02-07T05:34:00Z,2020-02-07T12:39:00Z,0,4,425,7.1,0,394,-55,Thu,Worknight
2020-02-07T05:00:00Z,2020-02-08T05:00:00Z,0,2020-02-08T03:53:00Z,2020-02-08T13:08:00Z,0,4.5,555,9.2,22,293,75,Fri,Fri-Sat
2020-02-08T05:00:00Z,2020-02-09T05:00:00Z,0,2020-02-09T08:41:00Z,2020-02-09T15:05:00Z,0,3.5,384,6.4,3,581,-96,Sat,Fri-Sat
2020-02-09T05:00:00Z,2020-02-10T05:00:00Z,0,2020-02-10T07:31:00Z,2020-02-10T13:45:00Z,0,4.25,374,6.2,2,511,-106,Sun,Worknight
2020-02-10T05:00:00Z,2020-02-11T05:00:00Z,0,2020-02-11T05:45:00Z,2020-02-11T14:20:00Z,0,2.5,515,8.6,0,405,35,Mon,Worknight
2020-02-11T05:00:00Z,2020-02-12T05:00:00Z,0,2020-02-12T05:08:00Z,2020-02-12T13:02:00Z,0,4.5,474,7.9,0,368,-6,Tue,Worknight
2020-02-12T05:00:00Z,2020-02-13T05:00:00Z,0,2020-02-13T04:55:00Z,2020-02-13T13:10:00Z,0,3,495,8.2,23,355,15,Wed,Worknight
2020-02-13T05:00:00Z,2020-02-14T05:00:00Z,0,2020-02-14T07:05:00Z,2020-02-14T12:51:00Z,0,3.25,346,5.8,2,485,-134,Thu,Worknight
2020-02-14T05:00:00Z,2020-02-15T05:00:00Z,0,2020-02-15T04:38:00Z,2020-02-15T12:32:00Z,0,3.75,474,7.9,23,338,-6,Fri,Fri-Sat
2020-02-15T05:00:00Z,2020-02-16T05:00:00Z,0,2020-02-16T05:20:00Z,2020-02-16T14:15:00Z,0,3.75,535,8.9,0,380,55,Sat,Fri-Sat
2020-02-16T05:00:00Z,2020-02-17T05:00:00Z,0,2020-02-17T06:06:00Z,2020-02-17T13:26:00Z,0,3.75,440,7.3,1,426,-40,Sun,Worknight
2020-02-17T05:00:00Z,2020-02-18T05:00:00Z,0,2020-02-18T04:15:00Z,2020-02-18T13:28:00Z,0,4,553,9.2,23,315,73,Mon,Worknight
2020-02-18T05:00:00Z,2020-02-19T05:00:00Z,0,2020-02-19T03:30:00Z,2020-02-19T12:44:00Z,0,3.5,554,9.2,22,270,74,Tue,Worknight
2020-02-19T05:00:00Z,2020-02-20T05:00:00Z,0,2020-02-20T05:43:00Z,2020-02-20T13:45:00Z,0,3.5,482,8,0,403,2,Wed,Worknight
2020-02-20T05:00:00Z,2020-02-21T05:00:00Z,0,2020-02-21T04:48:00Z,2020-02-21T13:18:00Z,0,3.75,510,8.5,23,348,30,Thu,Worknight
2020-02-21T05:00:00Z,2020-02-22T05:00:00Z,0,2020-02-22T04:37:00Z,2020-02-22T13:39:00Z,0,3.5,542,9,23,337,62,Fri,Fri-Sat
2020-02-22T05:00:00Z,2020-02-23T05:00:00Z,0,2020-02-23T04:57:00Z,2020-02-23T14:05:00Z,0,3.5,548,9.1,23,357,68,Sat,Fri-Sat
2020-02-23T05:00:00Z,2020-02-24T05:00:00Z,0,2020-02-24T05:13:00Z,2020-02-24T13:48:00Z,0,3.5,515,8.6,0,373,35,Sun,Worknight
2020-02-24T05:00:00Z,2020-02-25T05:00:00Z,0,2020-02-25T05:03:00Z,2020-02-25T12:46:00Z,0,3.25,463,7.7,0,363,-17,Mon,Worknight
2020-02-25T05:00:00Z,2020-02-26T05:00:00Z,0,2020-02-26T05:34:00Z,2020-02-26T13:04:00Z,0,3.25,450,7.5,0,394,-30,Tue,Worknight
2020-02-26T05:00:00Z,2020-02-27T05:00:00Z,0,2020-02-27T06:06:00Z,2020-02-27T13:45:00Z,0,2.75,459,7.7,1,426,-21,Wed,Worknight
2020-02-27T05:00:00Z,2020-02-28T05:00:00Z,0,2020-02-28T05:33:00Z,2020-02-28T12:48:00Z,0,3.5,435,7.2,0,393,-45,Thu,Worknight
2020-02-28T05:00:00Z,2020-02-29T05:00:00Z,0,2020-02-29T05:50:00Z,2020-02-29T14:35:00Z,0,0,525,8.8,0,410,45,Fri,Fri-Sat
2020-02-29T05:00:00Z,2020-03-01T05:00:00Z,0,2020-03-01T04:49:00Z,2020-03-01T14:03:00Z,0,4,554,9.2,23,349,74,Sat,Fri-Sat
2020-03-01T05:00:00Z,2020-03-02T05:00:00Z,0,2020-03-02T02:42:00Z,2020-03-02T12:46:00Z,0,4,604,10.1,21,222,124,Sun,Worknight
2020-03-02T05:00:00Z,2020-03-03T05:00:00Z,0,2020-03-03T04:19:00Z,2020-03-03T13:43:00Z,0,2.75,564,9.4,23,319,84,Mon,Worknight
2020-03-03T05:00:00Z,2020-03-04T05:00:00Z,0,2020-03-04T06:21:00Z,2020-03-04T13:22:00Z,0,3.25,421,7,1,441,-59,Tue,Worknight
2020-03-04T05:00:00Z,2020-03-05T05:00:00Z,0,2020-03-05T07:32:00Z,2020-03-05T13:48:00Z,0,2.5,376,6.3,2,512,-104,Wed,Worknight
2020-03-05T05:00:00Z,2020-03-06T05:00:00Z,0,2020-03-06T05:27:00Z,2020-03-06T13:40:00Z,0,3.5,493,8.2,0,387,13,Thu,Worknight
2020-03-06T05:00:00Z,2020-03-07T05:00:00Z,0,2020-03-07T06:23:00Z,2020-03-07T14:28:00Z,0,4,485,8.1,1,443,5,Fri,Fri-Sat
2020-03-07T05:00:00Z,2020-03-08T05:00:00Z,0,2020-03-08T06:44:00Z,2020-03-08T12:42:00Z,0,3.75,358,6,1,464,-122,Sat,Fri-Sat
2020-03-08T05:00:00Z,2020-03-09T04:00:00Z,0,2020-03-09T06:32:00Z,2020-03-09T13:11:00Z,0,3.25,399,6.7,2,512,-81,Sun,Worknight
2020-03-09T04:00:00Z,2020-03-10T04:00:00Z,0,2020-03-10T04:17:00Z,2020-03-10T12:32:00Z,0,3.5,495,8.2,0,377,15,Mon,Worknight
2020-03-10T04:00:00Z,2020-03-11T04:00:00Z,0,2020-03-11T05:01:00Z,2020-03-11T12:42:00Z,0,3.75,461,7.7,1,421,-19,Tue,Worknight
2020-03-11T04:00:00Z,2020-03-12T04:00:00Z,0,2020-03-12T05:13:00Z,2020-03-12T12:31:00Z,0,2.75,438,7.3,1,433,-42,Wed,Worknight
2020-03-12T04:00:00Z,2020-03-13T04:00:00Z,0,2020-03-13T04:22:00Z,2020-03-13T12:46:00Z,0,4,504,8.4,0,382,24,Thu,Worknight
2020-03-13T04:00:00Z,2020-03-14T04:00:00Z,1,2020-03-14T05:28:00Z,2020-03-14T14:06:00Z,1,4,518,8.6,1,448,38,Fri,Fri-Sat
2020-03-14T04:00:00Z,2020-03-15T04:00:00Z,0,2020-03-15T05:17:00Z,2020-03-15T14:36:00Z,0,0,559,9.3,1,437,79,Sat,Fri-Sat
2020-03-15T04:00:00Z,2020-03-16T04:00:00Z,0,2020-03-16T08:01:00Z,2020-03-16T13:22:00Z,0,2.5,321,5.3,4,601,-159,Sun,Worknight
2020-03-16T04:00:00Z,2020-03-17T04:00:00Z,0,2020-03-17T06:02:00Z,2020-03-17T13:29:00Z,0,4,447,7.5,2,482,-33,Mon,Worknight
2020-03-17T04:00:00Z,2020-03-18T04:00:00Z,0,2020-03-18T06:26:00Z,2020-03-18T13:27:00Z,0,2.75,421,7,2,506,-59,Tue,Worknight
2020-03-18T04:00:00Z,2020-03-19T04:00:00Z,0,2020-03-19T08:37:00Z,2020-03-19T13:16:00Z,0,2.75,279,4.7,4,637,-201,Wed,Worknight
2020-03-19T04:00:00Z,2020-03-20T04:00:00Z,0,2020-03-20T06:40:00Z,2020-03-20T13:31:00Z,0,3.5,411,6.8,2,520,-69,Thu,Worknight
2020-03-20T04:00:00Z,2020-03-21T04:00:00Z,0,2020-03-21T11:05:00Z,2020-03-21T14:20:00Z,0,1.75,195,3.2,7,785,-285,Fri,Fri-Sat
2020-03-21T04:00:00Z,2020-03-22T04:00:00Z,0,2020-03-22T04:02:00Z,2020-03-22T15:02:00Z,0,4.75,660,11,0,362,180,Sat,Fri-Sat
2020-03-22T04:00:00Z,2020-03-23T04:00:00Z,0,2020-03-23T07:18:00Z,2020-03-23T13:35:00Z,0,3.5,377,6.3,3,558,-103,Sun,Worknight
2020-03-23T04:00:00Z,2020-03-24T04:00:00Z,0,2020-03-24T03:21:00Z,2020-03-24T13:54:00Z,0,3.75,633,10.6,23,321,153,Mon,Worknight
2020-03-24T04:00:00Z,2020-03-25T04:00:00Z,0,2020-03-25T04:43:00Z,2020-03-25T13:27:00Z,0,3.5,524,8.7,0,403,44,Tue,Worknight
2020-03-25T04:00:00Z,2020-03-26T04:00:00Z,0,2020-03-26T06:46:00Z,2020-03-26T13:41:00Z,0,0,415,6.9,2,526,-65,Wed,Worknight
2020-03-26T04:00:00Z,2020-03-27T04:00:00Z,0,2020-03-27T06:33:00Z,2020-03-27T13:23:00Z,0,3,410,6.8,2,513,-70,Thu,Worknight
2020-03-27T04:00:00Z,2020-03-28T04:00:00Z,0,2020-03-28T06:24:00Z,2020-03-28T15:17:00Z,0,3.5,533,8.9,2,504,53,Fri,Fri-Sat
2020-03-28T04:00:00Z,2020-03-29T04:00:00Z,0,2020-03-29T06:39:00Z,2020-03-29T13:43:00Z,0,3.75,424,7.1,2,519,-56,Sat,Fri-Sat
2020-03-29T04:00:00Z,2020-03-30T04:00:00Z,0,2020-03-30T04:10:00Z,2020-03-30T12:49:00Z,0,4.5,519,8.7,0,370,39,Sun,Worknight
2020-03-30T04:00:00Z,2020-03-31T04:00:00Z,0,2020-03-31T03:54:00Z,2020-03-31T13:03:00Z,0,3,549,9.2,23,354,69,Mon,Worknight
2020-03-31T04:00:00Z,2020-04-01T04:00:00Z,0,2020-04-01T05:16:00Z,2020-04-01T13:16:00Z,0,2.75,480,8,1,436,0,Tue,Worknight
2020-04-01T04:00:00Z,2020-04-02T04:00:00Z,0,2020-04-02T05:36:00Z,2020-04-02T13:51:00Z,0,4.25,495,8.2,1,456,15,Wed,Worknight
2020-04-02T04:00:00Z,2020-04-03T04:00:00Z,0,2020-04-03T06:11:00Z,2020-04-03T13:07:00Z,0,3,416,6.9,2,491,-64,Thu,Worknight
2020-04-04T04:00:00Z,2020-04-05T04:00:00Z,0,2020-04-05T04:12:00Z,2020-04-05T15:05:00Z,0,3.5,653,10.9,0,372,173,Sat,Fri-Sat
2020-04-05T04:00:00Z,2020-04-06T04:00:00Z,0,2020-04-06T05:08:00Z,2020-04-06T13:34:00Z,0,4,506,8.4,1,428,26,Sun,Worknight
2020-04-06T04:00:00Z,2020-04-07T04:00:00Z,0,2020-04-07T04:23:00Z,2020-04-07T12:56:00Z,0,3.75,513,8.6,0,383,33,Mon,Worknight
2020-04-07T04:00:00Z,2020-04-08T04:00:00Z,0,2020-04-08T04:24:00Z,2020-04-08T13:15:00Z,0,3.75,531,8.8,0,384,51,Tue,Worknight
2020-04-08T04:00:00Z,2020-04-09T04:00:00Z,0,2020-04-09T06:29:00Z,2020-04-09T13:32:00Z,0,3,423,7,2,509,-57,Wed,Worknight
2020-04-09T04:00:00Z,2020-04-10T04:00:00Z,0,2020-04-10T06:53:00Z,2020-04-10T13:09:00Z,0,2.5,376,6.3,2,533,-104,Thu,Worknight
2020-04-10T04:00:00Z,2020-04-11T04:00:00Z,0,2020-04-11T04:21:00Z,2020-04-11T14:43:00Z,0,3.75,622,10.4,0,381,142,Fri,Fri-Sat
2020-04-11T04:00:00Z,2020-04-12T04:00:00Z,0,2020-04-12T04:31:00Z,2020-04-12T15:14:00Z,0,4.5,643,10.7,0,391,163,Sat,Fri-Sat
2020-04-12T04:00:00Z,2020-04-13T04:00:00Z,0,2020-04-13T04:02:00Z,2020-04-13T12:56:00Z,0,4,534,8.9,0,362,54,Sun,Worknight
2020-04-13T04:00:00Z,2020-04-14T04:00:00Z,0,2020-04-14T03:42:00Z,2020-04-14T13:04:00Z,0,3.75,562,9.4,23,342,82,Mon,Worknight
2020-04-14T04:00:00Z,2020-04-15T04:00:00Z,0,2020-04-15T02:42:00Z,2020-04-15T13:10:00Z,0,4.5,628,10.5,22,282,148,Tue,Worknight
2020-04-15T04:00:00Z,2020-04-16T04:00:00Z,1,2020-04-16T02:48:00Z,2020-04-16T12:51:00Z,0,3.75,603,10.1,22,288,123,Wed,Worknight
2020-04-16T04:00:00Z,2020-04-17T04:00:00Z,0,2020-04-17T03:38:00Z,2020-04-17T13:07:00Z,0,3.75,569,9.5,23,338,89,Thu,Worknight
2020-04-17T04:00:00Z,2020-04-18T04:00:00Z,0,2020-04-18T07:38:00Z,2020-04-18T15:34:00Z,0,4.25,476,7.9,3,578,-4,Fri,Fri-Sat
2020-04-18T04:00:00Z,2020-04-19T04:00:00Z,0,2020-04-19T04:25:00Z,2020-04-19T13:56:00Z,0,4.25,571,9.5,0,385,91,Sat,Fri-Sat
2020-04-19T04:00:00Z,2020-04-20T04:00:00Z,0,2020-04-20T04:39:00Z,2020-04-20T13:09:00Z,0,4.5,510,8.5,0,399,30,Sun,Worknight
2020-04-20T04:00:00Z,2020-04-21T04:00:00Z,0,2020-04-21T05:04:00Z,2020-04-21T13:14:00Z,0,4.5,490,8.2,1,424,10,Mon,Worknight
2020-04-21T04:00:00Z,2020-04-22T04:00:00Z,0,2020-04-22T04:39:00Z,2020-04-22T13:24:00Z,0,4.25,525,8.8,0,399,45,Tue,Worknight
2020-04-22T04:00:00Z,2020-04-23T04:00:00Z,0,2020-04-23T05:06:00Z,2020-04-23T13:21:00Z,0,4,495,8.2,1,426,15,Wed,Worknight
2020-04-23T04:00:00Z,2020-04-24T04:00:00Z,0,2020-04-24T04:53:00Z,2020-04-24T14:04:00Z,0,4.25,551,9.2,0,413,71,Thu,Worknight
2020-04-24T04:00:00Z,2020-04-25T04:00:00Z,0,2020-04-25T06:53:00Z,2020-04-25T15:01:00Z,0,3.75,488,8.1,2,533,8,Fri,Fri-Sat
2020-04-25T04:00:00Z,2020-04-26T04:00:00Z,0,2020-04-26T06:38:00Z,2020-04-26T15:34:00Z,0,3.25,536,8.9,2,518,56,Sat,Fri-Sat
2020-04-26T04:00:00Z,2020-04-27T04:00:00Z,0,2020-04-27T05:09:00Z,2020-04-27T12:54:00Z,0,3.5,465,7.8,1,429,-15,Sun,Worknight
2020-04-27T04:00:00Z,2020-04-28T04:00:00Z,0,2020-04-28T06:49:00Z,2020-04-28T14:36:00Z,0,3.5,467,7.8,2,529,-13,Mon,Worknight
2020-04-28T04:00:00Z,2020-04-29T04:00:00Z,0,2020-04-29T06:56:00Z,2020-04-29T14:00:00Z,0,2.5,424,7.1,2,536,-56,Tue,Worknight
2020-04-29T04:00:00Z,2020-04-30T04:00:00Z,0,2020-04-30T06:37:00Z,2020-04-30T13:06:00Z,0,1.75,389,6.5,2,517,-91,Wed,Worknight
2020-04-30T04:00:00Z,2020-05-01T04:00:00Z,1,2020-05-01T04:12:00Z,2020-05-01T12:59:00Z,0,1,527,8.8,0,372,47,Thu,Worknight
2020-05-01T04:00:00Z,2020-05-02T04:00:00Z,0,2020-05-02T02:15:00Z,2020-05-02T12:44:00Z,0,4.25,629,10.5,22,255,149,Fri,Fri-Sat
2020-05-02T04:00:00Z,2020-05-03T04:00:00Z,0,2020-05-03T05:33:00Z,2020-05-03T14:35:00Z,0,3.5,542,9,1,453,62,Sat,Fri-Sat
2020-05-03T04:00:00Z,2020-05-04T04:00:00Z,0,2020-05-04T05:10:00Z,2020-05-04T13:21:00Z,0,4.5,491,8.2,1,430,11,Sun,Worknight
2020-05-04T04:00:00Z,2020-05-05T04:00:00Z,0,2020-05-05T04:15:00Z,2020-05-05T13:03:00Z,0,3.75,528,8.8,0,375,48,Mon,Worknight
2020-05-05T04:00:00Z,2020-05-06T04:00:00Z,0,2020-05-06T03:44:00Z,2020-05-06T13:17:00Z,0,3.75,573,9.6,23,344,93,Tue,Worknight
2020-05-06T04:00:00Z,2020-05-07T04:00:00Z,0,2020-05-07T05:50:00Z,2020-05-07T14:01:00Z,0,3.75,491,8.2,1,470,11,Wed,Worknight
2020-05-07T04:00:00Z,2020-05-08T04:00:00Z,0,2020-05-08T07:41:00Z,2020-05-08T13:40:00Z,0,3.5,359,6,3,581,-121,Thu,Worknight
2020-05-08T04:00:00Z,2020-05-09T04:00:00Z,0,2020-05-09T06:31:00Z,2020-05-09T15:05:00Z,0,3.5,514,8.6,2,511,34,Fri,Fri-Sat
2020-05-09T04:00:00Z,2020-05-10T04:00:00Z,0,2020-05-10T05:22:00Z,2020-05-10T14:51:00Z,0,3.5,569,9.5,1,442,89,Sat,Fri-Sat
2020-05-10T04:00:00Z,2020-05-11T04:00:00Z,0,2020-05-11T08:41:00Z,2020-05-11T13:47:00Z,0,3.25,306,5.1,4,641,-174,Sun,Worknight
2020-05-11T04:00:00Z,2020-05-12T04:00:00Z,0,2020-05-12T04:02:00Z,2020-05-12T12:24:00Z,0,0,502,8.4,0,362,22,Mon,Worknight
2020-05-12T04:00:00Z,2020-05-13T04:00:00Z,0,2020-05-13T05:42:00Z,2020-05-13T13:54:00Z,0,3.75,492,8.2,1,462,12,Tue,Worknight
2020-05-13T04:00:00Z,2020-05-14T04:00:00Z,0,2020-05-14T05:59:00Z,2020-05-14T11:13:00Z,0,2.5,314,5.2,1,479,-166,Wed,Worknight
2020-05-14T04:00:00Z,2020-05-15T04:00:00Z,0,2020-05-15T05:03:00Z,2020-05-15T11:19:00Z,0,3.5,376,6.3,1,423,-104,Thu,Worknight
2020-05-19T04:00:00Z,2020-05-20T04:00:00Z,0,2020-05-20T03:57:00Z,2020-05-20T13:06:00Z,0,3.75,549,9.2,23,357,69,Tue,Worknight
2020-05-20T04:00:00Z,2020-05-21T04:00:00Z,0,2020-05-21T05:15:00Z,2020-05-21T13:17:00Z,0,4,482,8,1,435,2,Wed,Worknight
2020-05-21T04:00:00Z,2020-05-22T04:00:00Z,0,2020-05-22T04:50:00Z,2020-05-22T12:20:00Z,0,4,450,7.5,0,410,-30,Thu,Worknight
2020-05-22T04:00:00Z,2020-05-23T04:00:00Z,0,2020-05-23T05:18:00Z,2020-05-23T13:04:00Z,0,3.75,466,7.8,1,438,-14,Fri,Fri-Sat
2020-05-23T04:00:00Z,2020-05-24T04:00:00Z,0,2020-05-24T03:48:00Z,2020-05-24T14:02:00Z,0,2.75,614,10.2,23,348,134,Sat,Fri-Sat
2020-05-24T04:00:00Z,2020-05-25T04:00:00Z,0,2020-05-25T05:58:00Z,2020-05-25T13:29:00Z,0,4,451,7.5,1,478,-29,Sun,Worknight
2020-05-25T04:00:00Z,2020-05-26T04:00:00Z,0,2020-05-26T03:53:00Z,2020-05-26T12:55:00Z,0,4,542,9,23,353,62,Mon,Worknight
2020-05-26T04:00:00Z,2020-05-27T04:00:00Z,0,2020-05-27T04:10:00Z,2020-05-27T11:35:00Z,0,0,445,7.4,0,370,-35,Tue,Worknight
2020-05-27T04:00:00Z,2020-05-28T04:00:00Z,0,2020-05-28T06:47:00Z,2020-05-28T10:04:00Z,0,2.75,197,3.3,2,527,-283,Wed,Worknight
2020-05-28T04:00:00Z,2020-05-29T04:00:00Z,0,2020-05-29T04:45:00Z,2020-05-29T12:57:00Z,0,3.75,492,8.2,0,405,12,Thu,Worknight
2020-05-29T04:00:00Z,2020-05-30T04:00:00Z,0,2020-05-30T07:38:00Z,2020-05-30T14:34:00Z,0,3.75,416,6.9,3,578,-64,Fri,Fri-Sat
2020-05-30T04:00:00Z,2020-05-31T04:00:00Z,0,2020-05-31T06:36:00Z,2020-05-31T14:35:00Z,0,3.75,479,8,2,516,-1,Sat,Fri-Sat
2020-05-31T04:00:00Z,2020-06-01T04:00:00Z,0,2020-06-01T06:14:00Z,2020-06-01T12:59:00Z,0,2.75,405,6.8,2,494,-75,Sun,Worknight
2020-06-01T04:00:00Z,2020-06-02T04:00:00Z,0,2020-06-02T03:53:00Z,2020-06-02T11:04:00Z,0,3.5,431,7.2,23,353,-49,Mon,Worknight
2020-06-02T04:00:00Z,2020-06-03T04:00:00Z,0,2020-06-03T04:27:00Z,2020-06-03T12:50:00Z,0,4.5,503,8.4,0,387,23,Tue,Worknight
2020-06-03T04:00:00Z,2020-06-04T04:00:00Z,0,2020-06-04T05:21:00Z,2020-06-04T07:16:00Z,0,0,115,1.9,1,441,-365,Wed,Worknight
2020-06-04T04:00:00Z,2020-06-05T04:00:00Z,0,2020-06-05T02:17:00Z,2020-06-05T12:16:00Z,0,4.25,599,10,22,257,119,Thu,Worknight
2020-06-05T04:00:00Z,2020-06-06T04:00:00Z,0,2020-06-06T09:00:00Z,2020-06-06T13:05:00Z,0,0,245,4.1,5,660,-235,Fri,Fri-Sat
2020-06-06T04:00:00Z,2020-06-07T04:00:00Z,0,2020-06-07T04:48:00Z,2020-06-07T15:39:00Z,0,4.25,651,10.8,0,408,171,Sat,Fri-Sat
2020-06-07T04:00:00Z,2020-06-08T04:00:00Z,0,2020-06-08T04:13:00Z,2020-06-08T13:08:00Z,0,3.75,535,8.9,0,373,55,Sun,Worknight
2020-06-08T04:00:00Z,2020-06-09T04:00:00Z,0,2020-06-09T04:29:00Z,2020-06-09T13:19:00Z,0,3.5,530,8.8,0,389,50,Mon,Worknight
2020-06-09T04:00:00Z,2020-06-10T04:00:00Z,0,2020-06-10T04:14:00Z,2020-06-10T12:43:00Z,0,4.5,509,8.5,0,374,29,Tue,Worknight
2020-06-10T04:00:00Z,2020-06-11T04:00:00Z,0,2020-06-11T05:10:00Z,2020-06-11T12:42:00Z,0,3.25,452,7.5,1,430,-28,Wed,Worknight
2020-06-11T04:00:00Z,2020-06-12T04:00:00Z,0,2020-06-12T06:13:00Z,2020-06-12T13:06:00Z,0,3,413,6.9,2,493,-67,Thu,Worknight
2020-06-12T04:00:00Z,2020-06-13T04:00:00Z,0,2020-06-13T07:31:00Z,2020-06-13T14:04:00Z,0,3.75,393,6.5,3,571,-87,Fri,Fri-Sat
2020-06-13T04:00:00Z,2020-06-14T04:00:00Z,0,2020-06-14T06:08:00Z,2020-06-14T15:45:00Z,0,4,577,9.6,2,488,97,Sat,Fri-Sat
2020-06-14T04:00:00Z,2020-06-15T04:00:00Z,0,2020-06-15T06:19:00Z,2020-06-15T12:45:00Z,0,3.5,386,6.4,2,499,-94,Sun,Worknight
2020-06-15T04:00:00Z,2020-06-16T04:00:00Z,0,2020-06-16T04:51:00Z,2020-06-16T12:34:00Z,0,3.5,463,7.7,0,411,-17,Mon,Worknight
2020-06-16T04:00:00Z,2020-06-17T04:00:00Z,0,2020-06-17T06:14:00Z,2020-06-17T13:00:00Z,0,3.25,406,6.8,2,494,-74,Tue,Worknight
2020-06-17T04:00:00Z,2020-06-18T04:00:00Z,0,2020-06-18T06:15:00Z,2020-06-18T13:27:00Z,0,3,432,7.2,2,495,-48,Wed,Worknight
2020-06-18T04:00:00Z,2020-06-19T04:00:00Z,0,2020-06-19T04:16:00Z,2020-06-19T12:06:00Z,0,4,470,7.8,0,376,-10,Thu,Worknight
2020-06-19T04:00:00Z,2020-06-20T04:00:00Z,0,2020-06-20T07:30:00Z,2020-06-20T14:13:00Z,0,2.5,403,6.7,3,570,-77,Fri,Fri-Sat
2020-06-20T04:00:00Z,2020-06-21T04:00:00Z,0,2020-06-21T05:12:00Z,2020-06-21T14:16:00Z,0,3.5,544,9.1,1,432,64,Sat,Fri-Sat
2020-06-21T04:00:00Z,2020-06-22T04:00:00Z,0,2020-06-22T10:23:00Z,2020-06-22T15:07:00Z,0,1.75,284,4.7,6,743,-196,Sun,Worknight
2020-06-22T04:00:00Z,2020-06-23T04:00:00Z,0,2020-06-23T02:57:00Z,2020-06-23T13:14:00Z,0,3.75,617,10.3,22,297,137,Mon,Worknight
2020-06-23T04:00:00Z,2020-06-24T04:00:00Z,0,2020-06-24T06:10:00Z,2020-06-24T13:13:00Z,0,1,423,7,2,490,-57,Tue,Worknight
2020-06-24T04:00:00Z,2020-06-25T04:00:00Z,0,2020-06-25T04:30:00Z,2020-06-25T13:37:00Z,0,4.5,547,9.1,0,390,67,Wed,Worknight
2020-06-25T04:00:00Z,2020-06-26T04:00:00Z,0,2020-06-26T03:05:00Z,2020-06-26T11:50:00Z,0,0,525,8.8,23,305,45,Thu,Worknight
